OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,DIAMETER,WATERTYPE,TRANSMISS,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,Shape_Length,GlobalID,geometry,ResourceID
69,WM-69,19690101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135049,Esri,248.8998150916428,{8EDE406D-DEDF-4EBC-B723-4EAE0C7B8FB6},"LINESTRING (-88.1393736559994 41.77748285442223,-88.13936812984433 41.77758196070019,-88.13936704012355 41.777601503949505,-88.13936074526106 41.77771939500955,-88.13935960675241 41.777734769493435,-88.13935279367145 41.77785697331631,-88.13935184892163 41.777890674122965,-88.13934513520806 41.7779942630975,-88.13934368188362 41.778020301852806,-88.13933631821033 41.778152359215575,-88.13933559717582 41.778165306123086)",06592d8f-6e80-4f94-a8ec-91fab7107e40
70,WM-70,19900101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,503.1998276538619,{95DDE837-7312-4D6E-8960-C61AEE9D918C},"LINESTRING (-88.1355322432718 41.773438518524046,-88.13552534392895 41.77357328213822,-88.13550789891809 41.7739487047884,-88.1355046682169 41.77397729748615,-88.13549977502043 41.77408347528412,-88.13549740647487 41.774119185942126,-88.13549454775114 41.774175068409704,-88.13549163035249 41.77423203841522,-88.13549113889735 41.774241666961096,-88.13548750345507 41.774312720122026,-88.13548574026163 41.77434713619712,-88.13548460143134 41.77436937952693,-88.13547806513566 41.7744970938923,-88.13547758901998 41.774506426244336,-88.13547091970077 41.77463671271667,-88.13546162182976 41.77481840543351)",b6b5891b-334b-4742-9a11-b38ce5046228
71,WM-71,19900101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20170203153614,Esri,2.3443491827374743,{4FA4AB02-E371-45E3-8454-27B79FE0279C},"LINESTRING (-88.13546162182976 41.77481840543351,-88.13546109211126 41.7748248268164)",9a9858f8-5ebc-48ec-b296-5486f6b7b8a1
72,WM-72,19900101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,166.29411156326847,{94AAB29B-16AF-4703-BD1C-685CD2AFF026},"LINESTRING (-88.13523314745133 41.77717109048614,-88.13468427733378 41.77716057101207,-88.13462367505424 41.77715941008569)",ca635323-95b1-4c80-9ec7-2c65bffcdab9
74,WM-74,19850101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,181.64940993164,{EFD0833D-AE78-4126-A3FB-88BDF403B341},"LINESTRING (-88.13131209064854 41.77619686254678,-88.13133346474113 41.77643142593079,-88.13135740988767 41.77669420851256)",b0b3df0f-3e76-4f38-a57e-d6877652287d
75,WM-75,19890101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,141.31006755702262,{7950D223-BE16-4B61-989F-1426A8872899},"LINESTRING (-88.12947090869434 41.77780218070774,-88.12947818410176 41.777962653665284,-88.12948008305932 41.778004541034825,-88.12972752926721 41.777998423378676)",0cbcd115-b005-4cd6-9c5e-83cd898865bb
76,WM-76,19890101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,190.86566554386388,{3BC7BBA2-7E4B-429A-A13A-A5B529CEA5D7},"LINESTRING (-88.12976614179648 41.779230798200885,-88.1297761764191 41.779451323903146,-88.1297899644253 41.77975428808231)",9ab74cd5-bf2f-4924-a451-4c2a960d8cdc
77,WM-77,19890101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,125.0962878158811,{407C33CD-AEF4-4E6F-BECD-F62C57E2A29E},"LINESTRING (-88.13102753313693 41.77935542075329,-88.1310731839454 41.77929244960311,-88.13110125124022 41.77925355740735,-88.13111237207221 41.77923814836001,-88.13114549704228 41.779194004233545,-88.13116617122327 41.77916360023872,-88.13118562930771 41.7791366361885,-88.13120980751654 41.77910313209802,-88.13123343357877 41.7790703959411,-88.13124566220372 41.779053449208085)",c0a05b38-85eb-40d4-bcd1-24b7bdf29ad5
78,WM-78,19890101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,6.302248707983297,{8E8AC1AC-B891-4DE1-B9BC-C00CA2E27C19},"LINESTRING (-88.13080104240538 41.7798350340586,-88.13079744179538 41.779840126466915,-88.13079023332806 41.77985032027402)",d5b8ee21-c210-4898-adce-d558692f4376
79,WM-79,19370101,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,48.6891869462778,{79A00FF9-AFFF-48B2-BCE4-03A207FC2F86},"LINESTRING (-88.14500183709791 41.77843221112011,-88.1449947478069 41.77854062935193,-88.14499310962529 41.77856566937129)",204968f0-ff71-4ad7-9df5-786bd986f543
80,WM-80,19370101,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,12.898443051250247,{A1E5E0DA-483C-45BA-B62D-FC79E93455D4},"LINESTRING (-88.14499189635747 41.778596771332765,-88.14499107469688 41.77863216326675)",d843c8dd-1b9e-4445-836e-fab247e6d0bb
81,WM-81,19370101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,466.24549965379543,{66922CB9-CA09-4084-9859-DBEE0FF9C6BD},"LINESTRING (-88.14081746957963 41.77842370817072,-88.14076777588114 41.7788089569579,-88.14076288469221 41.77884686935788,-88.1407429996591 41.77900101692426,-88.14072881481019 41.779110982413385,-88.14072225378898 41.77916182662772,-88.14071170771403 41.77924360063842,-88.14070128361101 41.77932440065853,-88.1406856208619 41.77944582888228,-88.14068045534614 41.779498200646316,-88.14065317962363 41.77969728821444)",fcede375-7064-4ec7-b450-8235a60c409a
82,WM-82,19870101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,157.43535684537682,{F43F12DB-EA00-400B-903F-0EC8D8372F79},"LINESTRING (-88.14474851187346 41.780477762809454,-88.14471483958222 41.780909077730506)",c1b7e438-48ad-45ba-bdd2-5671ea6a7af0
83,WM-83,19870101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,5.370354873683886,{DA059B0E-5DC3-45DF-AF95-A5D5B19AE097},"LINESTRING (-88.14471483958222 41.780909077730506,-88.14471368979748 41.78092379047416)",97970e69-8f84-44e5-9eab-9aefd1de4ea4
84,WM-84,19370101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,395.23557744904144,{54A60E9E-8E3F-49CE-A672-5E6460737900},"LINESTRING (-88.14463957845223 41.7820383972022,-88.14463922989222 41.78204363313948,-88.14463362995433 41.782127857378306,-88.14463029639926 41.78217799850575,-88.14462276358562 41.78229126616878,-88.14461630396222 41.782388464117844,-88.14461399115596 41.78242319000888,-88.14460750894979 41.78252069584214,-88.14460492287746 41.78255958906208,-88.14459872884493 41.78265275381718,-88.14459720608833 41.78267567184766,-88.14459571517091 41.782722599900985,-88.14459072772911 41.78277307864208,-88.14458962281721 41.78278969662073,-88.14458222694104 41.78290093057475,-88.14456754843648 41.783121672665935)",e98126bc-3d84-4e6d-8c90-c12e803ae737
85,WM-85,19870101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,8.133030887085127,{23F6C78E-50FD-434B-8FDD-5E136AC8DA5A},"LINESTRING (-88.14194013729757 41.7806386521655,-88.14194361222064 41.78061648471582)",0eeb86f8-013e-4763-a5d1-72cad21e66cd
86,WM-86,19370101,Cast Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,139.13999906602558,{16C5FF36-D07A-47A7-B30D-4CC29A3DEDE7},"LINESTRING (-88.14129611614398 41.78067171744032,-88.14078734318022 41.78064371364551)",08d0c6c3-14b7-44b9-825a-aee1936dba6f
87,WM-87,19370101,Cast Iron,4",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,393.2297270915595,{BEC3B4DA-E17D-4397-B7CF-3C5303062448},"LINESTRING (-88.14323964715054 41.78193698646414,-88.1432378090922 41.78195449817956,-88.14323315936008 41.78202917917747,-88.14322849482015 41.78209543005342,-88.1432202428761 41.782212678739405,-88.14321808899346 41.782253214006296,-88.14320873127022 41.78237624748939,-88.14320795021837 41.782387361174216,-88.14319946596395 41.78250789038986,-88.14319859334223 41.78252027433456,-88.14319056263055 41.78263589281907,-88.1431883861822 41.782665324772914,-88.1431822612539 41.782770232092815,-88.14317820565702 41.782809894457124,-88.14316379587633 41.78301460675969)",6910f6bd-6604-4d88-9eca-9f2de41dacfb
88,WM-88,19840101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,10.821743307267905,{3532143C-CBAB-4C75-AB98-9EC66D292B46},"LINESTRING (-88.140512423832 41.78066049451697,-88.1404728090034 41.780658830779174)",9f3b0139-5565-4f29-9418-c78692ed12bb
89,WM-89,19830101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,194.51088499934343,{3ACC52B1-FEDA-4D2E-BD6A-5E52105C5E53},"LINESTRING (-88.13739092423022 41.78116085247117,-88.13736909022643 41.781331945393575,-88.13734700351046 41.781505007869384,-88.13732311127805 41.78169223086189)",d4b81ffa-1cb4-493e-90a1-a55fd4be6c1e
90,WM-90,19870101,Ductile Iron,4",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,30.44172064534853,{91EF1481-E2B5-47CF-954B-4D7E6F1A8AD8},"LINESTRING (-88.14205905749651 41.78087927953161,-88.14194760770653 41.78087476678305)",42fab028-430d-44cb-89dd-3f72c05c6876
91,WM-91,19500101,Cast Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,411.2034341272541,{A553C4E4-DC82-44F4-8856-5682107827A3},"LINESTRING (-88.14185639355634 41.78187532757658,-88.14184763312402 41.781939875287755,-88.14183699457801 41.78201828185177,-88.14182087920143 41.78214193061421,-88.14181081998876 41.782195411597165,-88.14179613733276 41.78231942108506,-88.14179505754007 41.78232735868304,-88.14177924464362 41.78244389957393,-88.1417718860434 41.782498150361654,-88.14175910971095 41.78259231419434,-88.14174805887428 41.78267377408369,-88.14173266273882 41.78278724541952,-88.14172418618303 41.78284969393873,-88.14170783425234 41.782970227018104,-88.14170407065546 41.78299796901504)",6bafaf90-f6a8-40dc-8cdd-25d66ba7aa5a
92,WM-92,19690101,Cast Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,9.740606643827897,{6782250F-2294-4F95-9070-4AEA0590E77E},"LINESTRING (-88.1415533684206 41.78410861720646,-88.1415497584791 41.7841352114872)",10c29a61-ff62-4759-9a8f-85dbc741b4b3
93,WM-93,19370101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,397.3364128896389,{D7E34F78-916C-485D-A1C5-FBBD55FBB7F7},"LINESTRING (-88.14590177139453 41.784249979217336,-88.14591075330458 41.78411181254858,-88.14591612336324 41.78402918154254,-88.14591843059388 41.78399367140996,-88.14592584709503 41.783879564367176,-88.14592718200777 41.78385903557934,-88.14593398022033 41.783754409242135,-88.14593633766692 41.78371817169649,-88.14594400349047 41.78360021690433,-88.14594556514537 41.78357617707127,-88.14595262888764 41.78346750853309,-88.14595454814629 41.78343798247329,-88.1459610832383 41.78331627221852,-88.1459637717184 41.783296061663,-88.14597011256102 41.78319850421436,-88.14597255819214 41.783160885652066)",87817b07-2655-4e0b-84d7-e26cbb6668e6
94,WM-94,19800101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,32.28611536319321,{DBD0202A-BB76-4F5F-8594-072461C9954C},"LINESTRING (-88.14048319342052 41.78057056942436,-88.1404728090034 41.780658830779174)",2eabb71d-732a-4dc1-9958-784ff7f5b4b1
95,WM-95,19520101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,295.9407540186098,{762040AA-3719-42C2-A1B3-1E620E8BEE79},"LINESTRING (-88.13861368411044 41.78345077905761,-88.13861753265057 41.78342244757119,-88.13863804876391 41.78327139701024,-88.13865202548412 41.78316849845387,-88.13866627659277 41.78306355743624,-88.13867661147047 41.78298745649589,-88.13869157228267 41.78288408960767,-88.13869998913206 41.782815309862976,-88.1387156418668 41.782718204361906,-88.13872341216343 41.782642836465286)",588b9ebf-5ef5-4114-a8b8-d18551f730f6
96,WM-96,19790101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,115.20221817932661,{A30F81F6-C3EA-45AB-B506-A2C45B16420C},"LINESTRING (-88.13393232506783 41.7844214738477,-88.13383657474637 41.784372626830226,-88.13369148752103 41.784264394344994,-88.13367311985267 41.78424488038518,-88.13363293021614 41.78420217747566)",0750a0a5-5b3f-4cb0-a20d-708714d94d09
97,WM-97,19830101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,359.3147140436422,{07AB1365-D95E-41F8-9103-18C9C82CE37E},"LINESTRING (-88.1347805422303 41.781645103006035,-88.13482365901822 41.781588323207274,-88.13486544717684 41.78151065177984,-88.13487058126856 41.78149385717836,-88.13487943619867 41.78146489249772,-88.13488779963134 41.781373340948925,-88.13488626864375 41.78130379158052,-88.13488027258565 41.78127594830778,-88.13487602806914 41.78125626444696,-88.13485772189864 41.78120526508494,-88.13483478716006 41.78115771601621,-88.13452611822706 41.780740107207315)",cb211b24-ee7b-48ff-b54b-5010a0c82fc2
98,WM-98,19850101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,153.99201867554868,{2B1C7663-C65F-43C0-BF30-E8459804464A},"LINESTRING (-88.13452611822706 41.780740107207315,-88.13450257595215 41.78070790100182,-88.13408324236354 41.780887763901426,-88.1340552630163 41.780899765829986)",31e83971-86af-4149-8cd1-0b5f17eadc76
99,WM-99,19830101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,14.035337283501725,{040D1503-58D7-47A5-9636-2DD661BB87DA},"LINESTRING (-88.13415521169227 41.782138729377856,-88.13419062110869 41.78216667859443)",d111523a-bcc2-40ec-b18f-55d0c99f95e1
100,WM-100,19850101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,14.538185175590574,{E68D3DA9-3E07-4485-95C8-86A1FA0C12A8},"LINESTRING (-88.1317312121114 41.78212599653278,-88.13169307652711 41.78209812100567)",bedff774-ba7e-4d61-b153-05e8cc547f93
101,WM-101,19900101,Polyvinyl Chloride,6",Potable Water,No,True,True,Our Agency,Our Agency,20170203223939,Esri,14.053600955792962,{70490CA4-E1FE-4CA5-BBD8-51E7384A41D8},"LINESTRING (-88.1354587567138 41.774824691341045,-88.135457115205 41.774824594876065,-88.13542349031411 41.77482295051786,-88.13542310909668 41.774835057953894)",44670591-a832-4527-aaa4-a0f47aaa1ac1
102,WM-102,19850101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,250.20308365475387,{35EE9EDE-C381-4024-9804-A30B60321073},"LINESTRING (-88.13369419066703 41.77588880831955,-88.13367729320547 41.77588894372289,-88.13337958624773 41.77589128013431,-88.13327166635516 41.77589217629844,-88.1332372579835 41.77589245131215,-88.13303735530263 41.775963471205706,-88.13294817182579 41.77599515705091,-88.13284737310482 41.776030968732854,-88.13283688086027 41.77601092813686)",ba0c7ba8-9381-449d-b552-3e91859b1853
103,WM-103,19300101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,7.452147389705175,{05DB5E39-0D1F-4435-AC56-A3D51A90DBDE},"LINESTRING (-88.13968997121951 41.767668908530645,-88.13966300186426 41.76766565507251)",f41c0eae-5fa2-4db9-8849-ab979e1139fa
104,WM-104,19300101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,326.79987823451035,{2AA34A58-F03A-40A7-B3DF-17F2A248E9A4},"LINESTRING (-88.13808949509789 41.76747680904459,-88.13758849057812 41.767422853946485,-88.13743893478595 41.76740674722423,-88.13738783413058 41.767401243490106,-88.1371114370084 41.76737147569977,-88.13690375972415 41.76734910870565)",c8f3c5df-03a6-4c81-8903-b346e3af2070
105,WM-105,19300101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,11.262982717282494,{434DB1FC-B0BB-49EF-9220-D5D8D0A4CBD0},"LINESTRING (-88.13690375972415 41.76734910870565,-88.13686289393759 41.76734470807599)",7089b087-b853-42e8-87b8-93a51c9bd0ce
106,WM-106,19300101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,5.962826866607305,{BD6500F6-FD54-47DA-976C-BA781571F2B4},"LINESTRING (-88.13966300186426 41.76766565507251,-88.1396584858502 41.767681665853345)",aeb4e647-ecc1-4de1-b71b-7539c53ef1dd
107,WM-107,19460101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,12.338950388955515,{A7F03C7B-DECD-4B07-A109-1CB34FAD4B7F},"LINESTRING (-88.13061389577437 41.769602250212024,-88.13061206940662 41.76963608449251)",63b97138-45e4-4aa0-8184-c97c038378f2
108,WM-108,19460101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,309.1046173798421,{D912BBFA-35B1-4825-B3A7-C17D4F2262AB},"LINESTRING (-88.13168684089369 41.76959957438285,-88.1317347212549 41.76958073094174,-88.13176159478822 41.769570155590806,-88.13211145690688 41.76943246565577,-88.13217481778491 41.76940753206443,-88.13229716590605 41.769391346068446,-88.13231721213936 41.769388694454854,-88.1327477575846 41.76933173985604)",106b3b86-c7ca-4335-a269-ddab6c81607c
109,WM-109,19460101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,474.5711849027178,{1735D84A-AAE7-464D-84D8-BC97AFB93936},"LINESTRING (-88.13288187388409 41.76932244536512,-88.13290055516622 41.76932206648984,-88.13298691643678 41.76937577260769,-88.13311316721692 41.76945428209886,-88.13336837895524 41.76961298095774,-88.13343584952476 41.76965493741102,-88.13346189561605 41.76966403949246,-88.13377005824128 41.76977171585831,-88.13381147745568 41.769786187325316,-88.13392665574861 41.769839026201744,-88.13407750246881 41.76990822252557,-88.13433209621108 41.77002501429372)",888cbe2a-9fe2-44f7-a6a0-409976d45570
110,WM-110,19460101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,307.7138729818957,{367F0EAE-CD1A-491B-AB69-88256DBA270F},"LINESTRING (-88.13445286128109 41.76993670495935,-88.13445257607161 41.76988536117469,-88.13445062602126 41.76953623961487,-88.1344505960525 41.76953075634228,-88.13436067749709 41.7693718042398,-88.13422217439492 41.769126963118495)",d40b18d0-6d60-4ff9-b630-863a984e3c0b
111,WM-111,19910101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,278.61036676286676,{C787BEA3-F750-4C03-A5E5-D2374AA410B4},"LINESTRING (-88.12968254418972 41.7659573621112,-88.12953082939535 41.76595825186587,-88.12939351746977 41.765959056241556,-88.1292332867527 41.76595999261226,-88.12910063386438 41.76596076979995,-88.12866130422205 41.76596333918025)",2fee491b-3de7-4791-a118-b1bcf011b0d3
112,WM-112,000000,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,398.5578691321888,{5F594165-8420-4D75-83D1-73A36907C53B},"LINESTRING (-88.13237177973105 41.76734185010259,-88.13234775805091 41.76734184679928,-88.13226240616395 41.76734183431558,-88.13204211002905 41.76734179971538,-88.13198260183015 41.767341791782044,-88.13168529776085 41.76734175116845,-88.13162684068257 41.76734174129415,-88.13154439919566 41.76734173158578,-88.1313449689899 41.7673417016816,-88.1313049280436 41.76734169700748,-88.13107111655485 41.76734166198962,-88.1309403587153 41.767341643311205,-88.13091079884228 41.767341639855424)",36d080da-34e2-49ec-b9e2-7b025faf03d5
113,WM-113,19550101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135050,Esri,22.72179207654875,{A9341BD8-F4A9-4C3A-A02D-EC99A874AEEF},"LINESTRING (-88.14118973493851 41.767687889638296,-88.14110730524062 41.767678945286654)",36012588-fc0c-42bb-b4ea-84597f5e7f1b
114,WM-114,19550101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20160204213254,Esri,318.8599373468227,{75871C9E-F491-485B-BC17-99FA16724FDC},"LINESTRING (-88.14225712790254 41.76610276722628,-88.14229081914775 41.76652649910366,-88.14228100605149 41.766553122791024,-88.14227687014652 41.766568137606,-88.1421715484734 41.76695052846609,-88.14216573567433 41.766959183007955,-88.14216145459858 41.76696596013583)",0358e568-91e9-4377-9aea-7e982258a97a
